vernacularName,scientificName
Black-headed Weaver ssp melanocephalus,Ploceus melanocephalus melanocephalus
African Hobby,Falco cuvierii
Black Scimitarbill,Rhinopomastus aterrimus
Silvery-fronted Tapaculo,Scytalopus argentifrons
Ruddy Treerunner,Margarornis rubiginosus
Hairy Woodpecker ssp sanctorum,Leuconotopicus villosus sanctorum
Great Horned Owl,Bubo virginianus
Hybrid Greater White-fronted Goose x Unknown Bean Goose,Anser albifrons x Anser fabalis/serrirostris
Tamarisk Peacock,Chiasmia aestimaria
Rufous-crowned Sparrow,Aimophila ruficeps
Lesser Goldfinch,Spinus psaltria
Black Hawk-Eagle,Spizaetus tyrannus
Crimson-tuber bryum,Bryum rubens
Northern Bobwhite,Colinus virginianus
Canyon Towhee,Melozone fusca
Hybrid Green-winged Teal x Common Teal,Anas carolinensis x Anas crecca
Winter Heliotrope,Petasites pyrenaicus
Yellow jasmine,Jasminum odoratissimum
Beech-green Carpet,Colostygia olivata
Asian Grey Shrike,Lanius excubitor lahtora
Indian Scops Owl,Otus bakkamoena
Timberline Wren,Thryorchilus browni
Grey-tailed Mountaingem,Lampornis cinereicauda
Sea oak,Dynamena pumila
Lesser Rhea,Rhea pennata
Patagonian Yellow Finch,Sicalis lebruni
Southern Martin,Progne elegans
Common pygmy Woodlouse,Trichoniscus pusillus
Grey Heron ssp monicae,Ardea cinerea monicae
Black-headed Waxbill,Estrilda atricapilla
Black-crowned Waxbill,Estrilda nonnula
Splendid Starling,Lamprotornis splendidus
Tit Hylia,Pholidornis rushiae
African Shrike-flycatcher,Megabyas flammulatus
Yellow-billed Turaco,Tauraco macrorhynchus
Red-eyed Puffback,Dryoscopus senegalensis
Black-casqued Hornbill,Ceratogymna atrata
Mulga Parrot,Psephotellus varius
Scarce Long-horned Bee,Eucera nigrescens
Regent Parrot ssp monarchoides,Polytelis anthopeplus monarchoides
Grey-bellied Cuckoo,Cacomantis passerinus
Big-scale sand smelt,Atherina boyeri
Mottled Duck,Anas fulvigula
Altamira Oriole,Icterus gularis
Rockweed,Ascophyllum nodosum
Green Parakeet,Psittacara holochlorus
Madagascan Magpie-Robin,Copsychus albospecularis
White-headed Vanga,Artamella viridis
Madagascan Pratincole,Glareola ocularis
Portugal Laurel,Prunus lusitanica
Rhinoceros chameleon,Furcifer rhinoceratus
Wand lichen,Cladonia rei
Dromedary,Camelus dromedarius
Western Fat-tailed Dwarf Lemur,Cheirogaleus medius
Sakalava Weaver,Ploceus sakalava
Long-billed Bernieria,Bernieria madagascariensis
Malagasy Paradise Flycatcher,Terpsiphone mutata
Van Dam's Vanga,Xenopirostris damii
Rufous Vanga,Schetba rufa
Common Newtonia,Newtonia brunneicauda
Red-capped Coua,Coua ruficeps
Grey-headed Lovebird,Agapornis canus
Madagascan Green Pigeon,Treron australis
Malagasy Turtle Dove,Nesoenas picturatus
Sooty Falcon,Falco concolor
Madagascan Ibis,Lophotibis cristata
Madagascan Jacana,Actophilornis albinucha
Fiery-necked Nightjar,Caprimulgus pectoralis
Swamp Nightjar,Caprimulgus natalensis
Woodward's Batis,Batis fratrum
Green Malkoha,Ceuthmochares australis
Green Twinspot,Mandingoa nitidula
Malagasy Giant Chameleon,Furcifer oustaleti
Commerson's Roundleaf Bat,Hipposideros commersoni
Madagascar Day Gecko,Phelsuma madagascariensis
Common Jery,Neomixis tenella
Schlegel's Asity,Philepitta schlegeli
Allen's Gallinule,Porphyrio alleni
Madagascan Harrier-Hawk,Polyboroides radiatus
Black-capped Siskin,Spinus atriceps
Bernier's Teal,Anas bernieri
Malagasy White-eye,Zosterops maderaspatanus
Madagascan Mannikin,Lepidopygia nana
Malagasy Brush Warbler,Nesillas typica
Mascarene Martin,Phedina borbonica
White-throated Rail,Dryolimnas cuvieri
Indian Scops Owl ssp gangeticus,Otus bakkamoena gangeticus
Madagascan Grebe,Tachybaptus pelzelnii
Aquatic oligochaete worm,Haemonais waldvogeli
Harris's Sparrow,Zonotrichia querula
Barred Owl,Strix varia
Cuspidate earth moss,Phascum cuspidatum
Eastern Fox Squirrel,Sciurus niger
Black-crested Titmouse,Baeolophus atricristatus
Buff-bellied Pipit,Anthus rubescens
Domesticated Pig,Sus domesticus
Scissor-tailed Flycatcher,Tyrannus forficatus
Northern Royal Flycatcher,Onychorhynchus mexicanus
Barred Parakeet,Bolborhynchus lineola
Subdesert Brush Warbler,Nesillas lantzii
Chabert Vanga,Leptopterus chabert
Madagascan Nightjar,Caprimulgus madagascariensis
Malagasy Coucal,Centropus toulou
Madagascan Buttonquail,Turnix nigricollis
Banded Kestrel,Falco zoniventris
Grey Mouse Lemur,Microcebus murinus
Madagascan Plover,Charadrius thoracicus
Madagascan Sparrowhawk,Accipiter madagascariensis
Red-tailed Tropicbird,Phaethon rubricauda
Grey-hooded Sierra Finch ssp caniceps,Phrygilus gayi caniceps
Chubut Steamer Duck,Tachyeres leucocephalus
Bolo-bolo,Clappertonia ficifolia
American Tree Sparrow ssp arborea,Spizelloides arborea arborea
Littoral Rock Thrush,Monticola imerina
Calopo,Calopogonium mucunoides
Ethiopian pepper,Xylopia aethiopica
Brazilian Teal,Amazonetta brasiliensis
Pallid Cuckoo,Cacomantis pallidus
Purple Nutsedge,Cyperus rotundus
Yellow-eared Parrot,Ognorhynchus icterotis
Painted topshell,Gibbula cineraria
Jackson's Widowbird,Euplectes jacksoni
Baird's Trogon,Trogon bairdii
Guayaquil Squirrel,Sciurus stramineus
Hybrid Northern Pintail x Mallard,Anas acuta x Anas platyrhynchos
Yemen Serin,Crithagra menachensis
Red-tailed Vanga,Calicalicus madagascariensis
Red-shouldered Vanga,Calicalicus rufocarpalis
Grey Nightjar ssp jotaka,Caprimulgus jotaka jotaka
Appert's Tetraka,Xanthomixis apperti
White-browed Owl,Athene superciliaris
Giant Coua,Coua gigas
Cape Fox,Vulpes chama
Madagascan Partridge,Margaroperdix madagarensis
Malagasy Black Swift,Apus balstoni
Forest Rock Thrush ssp bensoni,Monticola sharpei bensoni
Olivaceous Piculet,Picumnus olivaceus
Black-headed Duck,Heteronetta atricapilla
Manila clam,Ruditapes philippinarum
White-breasted Nuthatch ssp carolinensis,Sitta carolinensis carolinensis
Peruvian Sheartail,Thaumastura cora
White-crested Hornbill,Horizocerus albocristatus
Hybrid Bar-headed Goose x Barnacle Goose,Anser indicus x Branta leucopsis
Blue Duck,Hymenolaimus malacorhynchos
African Green Pigeon ssp nudirostris,Treron calvus nudirostris
African Wood Owl ssp nuchalis,Strix woodfordii nuchalis
Truncated screw moss,Tortula truncata
Small-bud bryum,Bryum gemmiferum
False beard moss,Didymodon fallax
Peringuey's Adder,Bitis peringueyi
Namaqua Chameleon,Chamaeleo namaquensis
Hartmann's Mountain Zebra,Equus zebra hartmannae
South American Painted-snipe,Nycticryphes semicollaris
Greater Rhea ssp albescens,Rhea americana albescens
Two-banded Plover,Charadrius falklandicus
Long-tailed Reed Finch,Donacospiza albifrons
Correndera Pipit ssp correndera,Anthus correndera correndera
Chimango Caracara ssp chimango,Milvago chimango chimango
Portia Widow,Palpopleura portia
Red-headed Finch,Amadina erythrocephala
Little Spotted Kiwi,Apteryx owenii
Hutton's Shearwater,Puffinus huttoni
Wrybill,Anarhynchus frontalis
Little Shearwater ssp haurakiensis,Puffinus assimilis haurakiensis
White-browed Scrubwren ssp harterti,Sericornis frontalis harterti
Pyrrhuloxia,Cardinalis sinuatus
Bell's Vireo,Vireo bellii
Swainson's Hawk,Buteo swainsoni
Grasshopper Sparrow,Ammodramus savannarum
LeConteâ€™s Sparrow,Ammodramus leconteii
Chestnut-collared Longspur,Calcarius ornatus
Rusty Blackbird,Euphagus carolinus
Pauraque,Nyctidromus albicollis
Yellow-throated Vireo,Vireo flavifrons
White mandarin,Streptopus amplexifolius
Lesser Jacana,Microparra capensis
Red-breasted Wheatear,Oenanthe bottae
Abyssinian Scimitarbill,Rhinopomastus minor
Hartlaub's Bustard,Lissotis hartlaubii
Slender Pintail,Acisoma variegatum
Mouse-colored Penduline Tit,Anthoscopus musculus
Bat-eared Fox,Otocyon megalotis
Aardwolf,Proteles cristata
Scaly Spurfowl,Pternistis squamatus
Scaly-throated Honeyguide,Indicator variegatus
Cape Eagle-Owl,Bubo capensis
Straw-tailed Whydah,Vidua fischeri
Salvadori's Seedeater,Crithagra xantholaema
Brown Parisoma ssp griseiventris,Sylvia lugens griseiventris
Red-billed Chough ssp baileyi,Pyrrhocorax pyrrhocorax baileyi
Abyssinian Crimsonwing,Cryptospiza salvadorii
Shelley's Starling,Lamprotornis shelleyi
Black-throated Barbet,Tricholaema melanocephala
Chestnut Sparrow,Passer eminibey
Abyssinian Waxbill,Estrilda ochrogaster
White-breasted Cuckooshrike,Ceblepyris pectoralis
Moustached Grass Warbler,Melocichla mentalis
Orange-breasted Waxbill,Amandava subflava
Purple-gaped Honeyeater ssp cratitius,Lichenostomus cratitius cratitius
Shikra ssp badius,Accipiter badius badius
Brahminy Kite ssp indus,Haliastur indus indus
Indian Roller ssp indicus,Coracias benghalensis indicus
Brown-headed Barbet ssp zeylanica,Psilopogon zeylanicus zeylanicus
Lesser water boatman,Corixa punctata
Large Carpenter Ant,Camponotus ligniperda
Cape-pondweed,Aponogeton distachyos
Yellow-throated Woodpecker,Piculus flavigula
Blue Manakin,Chiroxiphia caudata
Black-capped Becard,Pachyramphus marginatus
Chestnut-crowned Becard,Pachyramphus castaneus
Double-collared Seedeater,Sporophila caerulescens
Brazilian Tanager,Ramphocelus bresilia
Blond-crested Woodpecker,Celeus flavescens
Swallow-tailed Bee-eater ssp chrysolaimus,Merops hirundineus chrysolaimus
Rainbow Pitta,Pitta iris
Green Wood Hoopoe ssp guineensis,Phoeniculus purpureus guineensis
African Pied Hornbill ssp semifasciatus,Lophoceros fasciatus semifasciatus
Green yoke moss,Zygodon viridissimus
Grey-headed Canary-flycatcher ssp ceylonensis,Culicicapa ceylonensis ceylonensis
Bar jack,Caranx ruber
Blue Tang,Acanthurus coeruleus
American Blue-eyed-grass,Sisyrinchium montanum
Brown chromis,Chromis multilineata
Dusky damselfish,Stegastes adustus
Sergeant major,Abudefduf saxatilis
Trumpetfish,Aulostomus maculatus
Sand diver,Synodus intermedius
Eastern Cottontail,Sylvilagus floridanus
Short-tailed Hawk,Buteo brachyurus
Yellow-naped Amazon,Amazona auropalliata
Grey-crowned Tetraka,Xanthomixis cinereiceps
Spectacled Tetraka,Xanthomixis zosterops
Rufous-headed Ground Roller,Atelornis crossleyi
Ring-tailed Vontsira,Galidia elegans
Common Sunbird-Asity,Neodrepanis coruscans
Yellow-bellied Sunbird-Asity,Neodrepanis hypoxantha
Forest Rock Thrush,Monticola sharpei
Blue Vanga,Cyanolanius madagascarinus
Tylas Vanga,Tylas eduardi
Brown Mesite,Mesitornis unicolor
Rufous Mouse Lemur,Microcebus rufus
Madagascan Snipe,Gallinago macrodactyla
Fairy Tern ssp davisae,Sternula nereis davisae
Australian Magpie ssp tibicen,Gymnorhina tibicen tibicen
Southern Warthog,Phacochoerus africanus sundevallii
Scarlet Bonnet,Mycena adonis
Tansey-leaved Rocket,Hugueninia tanacetifolia
Brown Babbler ssp platycirca,Turdoides plebejus platycirca
Black-necked Weaver ssp brachypterus,Ploceus nigricollis brachypterus
Woodland blue worm,Octolasion cyaneum
Striped Day Gecko,Phelsuma lineata
Siberian Stonecrop,Phedimus hybridus
Bronze-winged Courser,Rhinoptilus chalcopterus
Long-tailed Paradise Whydah,Vidua paradisaea
Spur-winged Goose ssp niger,Plectropterus gambensis niger
Shadow dot lichen,Micarea peliocarpa
Spotted Ground Thrush,Geokichla guttata
Red-naped Sapsucker,Sphyrapicus nuchalis
Sage Grouse,Centrocercus urophasianus
Two-spotted goby,Gobiusculus flavescens
Yellow map lichen,Rhizocarpon geographicum
Red-lored Amazon,Amazona autumnalis
Bicolored Antbird,Gymnopithys bicolor
Ocellated Antbird,Phaenostictus mcleannani
Blue-and-gold Tanager,Bangsia arcaei
Keel-billed Toucan ssp brevicarinatus,Ramphastos sulfuratus brevicarinatus
Keel-billed Motmot,Electron carinatum
Magenta-throated Woodstar,Calliphlox bryantae
Golden-winged Warbler,Vermivora chrysoptera
Philadelphia Vireo,Vireo philadelphicus
White-tufted Grebe ssp chilensis,Rollandia rolland chilensis
Great Grebe ssp major,Podiceps major major
Australian King Parrot ssp scapularis,Alisterus scapularis scapularis
Chestnut-backed Antshrike,Thamnophilus palliatus
Lanza's Alpine Salamander,Salamandra lanzai
Common Tigertail,Ictinogomphus ferox
Chinese Mallow,Malva verticillata
Awl-leaved pygmy moss,Pleuridium subulatum
Purple-throated Sunangel,Heliangelus viola
Snow Petrel,Pagodroma nivea
Oriole Blackbird,Gymnomystax mexicanus
Pied Kingfisher ssp leucomelanurus,Ceryle rudis leucomelanurus
White-throated Kingfisher ssp fusca,Halcyon smyrnensis fusca
Andreansky's Lizard,Atlantolacerta andreanszkyi
Rusty Flowerpiercer,Diglossa sittoides
Grey-breasted Mountain Toucan,Andigena hypoglauca
Eastern Screech Owl,Megascops asio
House Crow ssp protegatus,Corvus splendens protegatus
Black-and-yellow Tanager,Chrysothlypis chrysomelas
Prong-billed Barbet,Semnornis frantzii
Green Hermit,Phaethornis guy
Yellow-backed Tanager,Hemithraupis flavicollis
Whiskered Tern ssp javanicus,Chlidonias hybrida javanicus
Black-bellied Seedcracker,Pyrenestes ostrinus
Long-billed Thrasher,Toxostoma longirostre
Green Jay,Cyanocorax luxuosus
Arizona Woodpecker,Leuconotopicus arizonae
Musk Duck ssp menziesi,Biziura lobata menziesi
Chinese mystery snail,Bellamya chinensis
Plain Chachalaca,Ortalis vetula
Antler lichen,Pseudevernia furfuracea
Black-cheeked Ant Tanager,Habia atrimaxillaris
Madagascan Rail,Rallus madagascariensis
Madagascan Pygmy Kingfisher,Corythornis madagascariensis
Madagascan Flufftail,Sarothrura insularis
Bernier's Vanga,Oriolia bernieri
Helmet Vanga,Euryceros prevostii
Rand's Warbler,Randia pseudozosterops
Nuthatch Vanga,Hypositta corallirostris
Bronzed Cowbird,Molothrus aeneus
Wood Thrush,Hylocichla mustelina
Common Opossum,Didelphis marsupialis
Collared Trogon ssp aurantiiventris,Trogon collaris aurantiiventris
Scaly Ground Roller,Geobiastes squamiger
Madagascan Spinetail,Zoonavena grandidieri
Madagascan Swamp Warbler,Acrocephalus newtoni
Indigo-capped Hummingbird,Amazilia cyanifrons
White-vented Plumeleteer,Chalybura buffonii
American Coot ssp columbiana,Fulica americana columbiana
Spot-flanked Gallinule,Porphyriops melanops
Bogota Rail,Rallus semiplumbeus
Drakensberg Prinia,Prinia hypoxantha
Grey Tit,Melaniparus afer
Australasian Shoveler,Spatula rhynchotis
Grey Gerygone,Gerygone igata
Brook trout,Salvelinus fontinalis
Dusky Piha,Lipaugus fuscocinereus
Tyrannine Woodcreeper,Dendrocincla tyrannina
Manniophyton,Manniophyton fulvum
Bale Monkey,Chlorocebus djamdjamensis
GÃ¼nther's Dik-dik,Madoqua guentheri
Ferruginous Pygmy Owl,Glaucidium brasilianum
Alpine Willowherb,Epilobium anagallidifolium
Dusky Starfrontlet,Coeligena orina
West Indian pinkroot,Spigelia anthelmia
Nodeweed,Synedrella nodiflora
Barrelier's woodsorrel,Oxalis barrelieri
Willie Wagtail ssp leucophrys,Rhipidura leucophrys leucophrys
Superb Fairywren ssp cyanochlamys,Malurus cyaneus cyanochlamys
Golden-headed Quetzal,Pharomachrus auriceps
Mountain Velvetbreast,Lafresnaya lafresnayi
Wakame,Undaria pinnatifida
Stream Hawker,Pinheyschna subpupillata
Black Bittern ssp flavicollis,Ixobrychus flavicollis flavicollis
Chestnut-headed Bee-eater ssp leschenaulti,Merops leschenaulti leschenaulti
Black-hooded Oriole ssp ceylonensis,Oriolus xanthornus ceylonensis
Asian Koel ssp scolopaceus,Eudynamys scolopaceus scolopaceus
Cordilleran Parakeet,Psittacara frontatus
Hooded Crow ssp pallescens,Corvus cornix pallescens
Bicolored Conebill,Conirostrum bicolor
Black-crested Antshrike ssp pulchellus,Sakesphorus canadensis pulchellus
Red-bellied Black Snake,Pseudechis porphyriacus
Banded Stilt,Cladorhynchus leucocephalus
Golden-headed Cisticola ssp exilis,Cisticola exilis exilis
Brown Falcon ssp berigora,Falco berigora berigora
Pacific Gull ssp pacificus,Larus pacificus pacificus
White-fronted Chat,Epthianura albifrons
Plain-breasted Hawk,Accipiter ventralis
Golden-headed Manakin,Ceratopipra erythrocephala
White-mantled Barbet,Capito hypoleucus
Magellan's peat moss,Sphagnum magellanicum
Crested Honey Buzzard ssp ruficollis,Pernis ptilorhynchus ruficollis
Indian White-eye ssp egregius,Zosterops palpebrosus egregius
Pied Currawong ssp nebulosa,Strepera graculina nebulosa
Razorbill ssp torda,Alca torda torda
Fiddle Dock,Rumex pulcher
Sunda Forktail ssp velatus,Enicurus velatus velatus
Tawny-breasted Parrotfinch ssp hyperythra,Erythrura hyperythra hyperythra
Drakensberg Siskin,Crithagra symonsi
Mountain Pipit,Anthus hoeschi
Gurney's Sugarbird,Promerops gurneyi
Feral Horse,Equus caballus
Royal midget,Phyllonorycter pastorella
Alpine woodfern,Dryopteris wallichiana
Stern's Cotoneaster,Cotoneaster sternianus
Common Thorntail,Ceratogomphus pictus
Rock Hooktail,Paragomphus cognatus
Hume's Wheatear,Oenanthe albonigra
Tau Emerald,Hemicordulia tau
Brush Bronzewing,Phaps elegans
Red-capped Cardinal,Paroaria gularis
White-rumped Munia ssp striata,Lonchura striata striata
Stork-billed Kingfisher ssp capensis,Pelargopsis capensis capensis
Fence-rail clad lichen,Cladonia parasitica
Bay Wren,Cantorchilus nigricapillus
Snowy Cotinga,Carpodectes nitidus
Stripe-breasted Wren,Cantorchilus thoracicus
Chestnut-colored Woodpecker,Celeus castaneus
Rufous-tailed Jacamar ssp melanogenia,Galbula ruficauda melanogenia
California Gnatcatcher,Polioptila californica
Red-cowled Cardinal,Paroaria dominicana
Egyptian Cotton Leafworm,Spodoptera littoralis
Slender Burnished Brass,Thysanoplusia orichalcea
Grey-budded Snake-bark-maple,Acer rufinerve
Half-collared Kingfisher,Alcedo semitorquata
Common Myna ssp melanosternus,Acridotheres tristis melanosternus
Ashy Prinia ssp brevicauda,Prinia socialis brevicauda
Eurasian Treecreeper ssp familiaris,Certhia familiaris familiaris
Pinta Giant Tortoise,Chelonoidis abingdonii
Hybrid Tufted Duck x Common Pochard,Aythya fuligula x Aythya ferina
Himalayan Brown Bear,Ursus arctos isabellinus
Black Bittern,Ixobrychus flavicollis
Sunda Coucal,Centropus nigrorufus
White-browed Crake,Porzana cinerea
Sunda Pygmy Woodpecker,Yungipicus moluccensis
Velasquez's Woodpecker ssp dubius,Melanerpes santacruzi dubius
Snowcap,Microchera albocoronata
Stripe-throated Hermit,Phaethornis striigularis
White-ruffed Manakin,Corapipo altera
White-fronted Nunbird,Monasa morphoeus
Olive-backed Quail-Dove,Leptotrygon veraguensis
Forest Glade Nymph,Aterica galene
Blue pussyleaf,Nelsonia canescens
Fringed spiderflower,Cleome rutidosperma
Crested Guan ssp aequatorialis,Penelope purpurascens aequatorialis
Fashion commodore,Precis pelarga
African Pipit ssp rufuloides,Anthus cinnamomeus rufuloides
Eurasian Lynx,Lynx lynx
Southern Grey-headed Sparrow ssp diffusus,Passer diffusus diffusus
Sharpe's Grysbok,Raphicerus sharpei
Variable Eggfly,Hypolimnas anthedon
Little Comodore,Junonia sophia
Small-headed Elaenia,Elaenia sordida
Common Marmoset,Callithrix jacchus
Common Brushtail Possum,Trichosurus vulpecula
Hybrid Dark-bellied x Pale-bellied Brent Goose,Branta bernicla bernicla x Branta bernicla hrota
Depressed river mussel,Pseudanodonta complanata
New Holland Honeyeater ssp novaehollandiae,Phylidonyris novaehollandiae novaehollandiae
Yellow-crowned Tyrannulet,Tyrannulus elatus
Zeledon's Antbird ssp zeledoni,Hafferia zeledoni zeledoni
Black-crowned Antshrike,Thamnophilus atrinucha
Malbrouck Monkey,Chlorocebus cynosuros
Kinda Baboon,Papio kindae
Puku,Kobus vardonii
Collared Nightjar,Gactornis enarratus
Henst's Goshawk,Accipiter henstii
Pel's Fishing Owl,Scotopelia peli
Short-legged Ground Roller,Brachypteracias leptosomus
